field,year,women_mentorship,number_women_inventors
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,only senior inventors,255
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
pharmaceuticals,2010,new and senior inventors,533
